"pkg" "type" "Exp" "N" "X" "Sd_eff" "Sd_res" "PropSigM" "NbPaths" "NbSigPaths" "AvgRSq" "PropCond" "PropSigPaths"
"pcsem" "shuffled" 156 40 5 2.5 0.5 0.44 700 532 0.854939249976375 0.345833333333333 0.76
"pcsem" "shuffled" 160 60 5 2.5 0.5 0.42 700 527 0.900733072833612 0.356666666666667 0.752857142857143
"pcsem" "shuffled" 164 80 5 2.5 0.5 0.48 700 582 0.826769974525756 0.335 0.831428571428571
"pcsem" "shuffled" 168 100 5 2.5 0.5 0.42 700 580 0.901805477493219 0.351666666666667 0.828571428571429
"pcsem" "shuffled" 172 20 7 2.5 0.5 0.25 1400 844 0.88722613382717 0.344907647907648 0.602857142857143
"pcsem" "shuffled" 176 40 7 2.5 0.5 0.16 1400 951 0.871236635824317 0.374481240981241 0.679285714285714
"pcsem" "shuffled" 180 60 7 2.5 0.5 0.14 1400 1014 0.894761078611382 0.432463564213564 0.724285714285714
"pcsem" "shuffled" 184 80 7 2.5 0.5 0.17 1400 1061 0.903712404419493 0.442680375180375 0.757857142857143
"pcsem" "shuffled" 188 100 7 2.5 0.5 0.1 1400 1048 0.93804389284067 0.460112554112554 0.748571428571429
"pcsem" "shuffled" 192 20 10 2.5 0.5 0.09 3000 1529 0.900827566059877 0.327435954339828 0.509666666666667
"pcsem" "shuffled" 196 40 10 2.5 0.5 0.06 3000 1801 0.949553103985898 0.369897970775579 0.600333333333333
"pcsem" "shuffled" 200 60 10 2.5 0.5 0.01 3000 2034 0.904152995878671 0.423118752773976 0.678
"pcsem" "shuffled" 204 80 10 2.5 0.5 0.03 3000 2034 0.911400391560873 0.474784300449255 0.678
"pcsem" "shuffled" 208 100 10 2.5 0.5 0.01 3000 2109 0.934384798261904 0.477600614173969 0.703
"pcsem" "shuffled" 272 20 5 5 0.5 0.58 700 477 0.96376998314571 0.311666666666667 0.681428571428571
"pcsem" "shuffled" 276 40 5 5 0.5 0.4 700 541 0.939939869254161 0.388333333333333 0.772857142857143
"pcsem" "shuffled" 280 60 5 5 0.5 0.38 700 559 0.944746580574326 0.420833333333333 0.798571428571429
"pcsem" "shuffled" 284 80 5 5 0.5 0.47 700 569 0.967202212267747 0.3375 0.812857142857143
"pcsem" "shuffled" 288 100 5 5 0.5 0.45 700 565 0.965264069570543 0.396666666666667 0.807142857142857
"pcsem" "shuffled" 292 20 7 5 0.5 0.29 1400 848 0.951052853795557 0.338370851370851 0.605714285714286
"pcsem" "shuffled" 296 40 7 5 0.5 0.19 1400 951 0.950497135810308 0.397689754689755 0.679285714285714
"pcsem" "shuffled" 300 60 7 5 0.5 0.12 1400 1052 0.938871439860265 0.420197691197691 0.751428571428571
"pcsem" "shuffled" 304 80 7 5 0.5 0.12 1400 1054 0.965366863500432 0.449510101010101 0.752857142857143
"pcsem" "shuffled" 308 100 7 5 0.5 0.11 1400 1077 0.93103277177428 0.499218614718615 0.769285714285714
"pcsem" "shuffled" 312 20 10 5 0.5 0.07 3000 1571 0.942026528257572 0.343698913437933 0.523666666666667
"pcsem" "shuffled" 316 40 10 5 0.5 0.02 3000 1897 0.96351176185143 0.412025099030133 0.632333333333333
"pcsem" "shuffled" 320 60 10 5 0.5 0.03 3000 2016 0.960749490136458 0.43418066481013 0.672
"pcsem" "shuffled" 324 80 10 5 0.5 0.01 3000 2076 0.955707217896885 0.463933430081906 0.692
"pcsem" "shuffled" 328 100 10 5 0.5 0.01 3000 2101 0.962446873909365 0.486988807490053 0.700333333333333
"pcsem" "shuffled" 393 20 5 1 1 0.61 700 406 0.606565581720315 0.229166666666667 0.58
"pcsem" "shuffled" 398 40 5 1 1 0.56 700 452 0.587553559295769 0.290833333333333 0.645714285714286
"pcsem" "shuffled" 403 60 5 1 1 0.68 700 502 0.626554888333292 0.1775 0.717142857142857
"pcsem" "shuffled" 408 80 5 1 1 0.58 700 517 0.615734565811267 0.216666666666667 0.738571428571429
"pcsem" "shuffled" 413 100 5 1 1 0.51 700 538 0.588312934048828 0.266666666666667 0.768571428571429
"pcsem" "shuffled" 418 20 7 1 1 0.46 1400 702 0.652070831769225 0.209165945165945 0.501428571428571
"pcsem" "shuffled" 423 40 7 1 1 0.25 1400 842 0.676619035891911 0.329727994227994 0.601428571428571
"pcsem" "shuffled" 428 60 7 1 1 0.23 1400 943 0.699784698588223 0.341760822510823 0.673571428571429
"pcsem" "shuffled" 433 80 7 1 1 0.19 1400 989 0.681768007975242 0.379097402597403 0.706428571428571
"pcsem" "shuffled" 438 100 7 1 1 0.16 1400 965 0.642145665172812 0.398282467532468 0.689285714285714
"pcsem" "shuffled" 443 20 10 1 1 0.25 3000 1313 0.756641391297287 0.233739331890496 0.437666666666667
"pcsem" "shuffled" 448 40 10 1 1 0.13 3000 1647 0.748445042646514 0.297139066092744 0.549
"pcsem" "shuffled" 453 60 10 1 1 0.05 3000 1840 0.755009032738347 0.355518610654164 0.613333333333333
"pcsem" "shuffled" 458 80 10 1 1 0.02 3000 1897 0.755717177984787 0.354581937017231 0.632333333333333
"pcsem" "shuffled" 463 100 10 1 1 0.03 3000 2014 0.742574741032234 0.397925045253575 0.671333333333333
"pcsem" "shuffled" 542 20 5 2.5 1 0.63 700 456 0.790629777523863 0.230833333333333 0.651428571428571
"pcsem" "shuffled" 546 40 5 2.5 1 0.53 700 516 0.793544740962844 0.2775 0.737142857142857
"pcsem" "shuffled" 550 60 5 2.5 1 0.36 700 525 0.781055801146739 0.435833333333333 0.75
"pcsem" "shuffled" 554 80 5 2.5 1 0.5 700 554 0.772097502421622 0.345833333333333 0.791428571428571
"pcsem" "shuffled" 558 100 5 2.5 1 0.51 700 568 0.758837740223288 0.345 0.811428571428571
"pcsem" "shuffled" 562 20 7 2.5 1 0.42 1400 802 0.819756536146602 0.25665367965368 0.572857142857143
"pcsem" "shuffled" 566 40 7 2.5 1 0.19 1400 959 0.802751220360629 0.410180375180375 0.685
"pcsem" "shuffled" 570 60 7 2.5 1 0.15 1400 979 0.820404749214509 0.415868686868687 0.699285714285714
"pcsem" "shuffled" 574 80 7 2.5 1 0.12 1400 1039 0.843764841969255 0.393627705627706 0.742142857142857
"pcsem" "shuffled" 578 100 7 2.5 1 0.19 1400 1029 0.823227456297215 0.406164141414141 0.735
"pcsem" "shuffled" 582 20 10 2.5 1 0.2 3000 1441 0.862362893464493 0.285124413444699 0.480333333333333
"pcsem" "shuffled" 586 40 10 2.5 1 0.06 3000 1802 0.855820036495312 0.361094806433079 0.600666666666667
"pcsem" "shuffled" 590 60 10 2.5 1 0.03 3000 1956 0.882087206391622 0.455741130989529 0.652
"pcsem" "shuffled" 594 80 10 2.5 1 0.02 3000 2009 0.87521398693664 0.438577181629934 0.669666666666667
"pcsem" "shuffled" 598 100 10 2.5 1 0.02 3000 2104 0.887390321584823 0.464162158287488 0.701333333333333
"pcsem" "shuffled" 662 20 5 5 1 0.57 700 493 0.893366001611243 0.258333333333333 0.704285714285714
"pcsem" "shuffled" 666 40 5 5 1 0.52 700 514 0.84927999576883 0.334166666666667 0.734285714285714
"pcsem" "shuffled" 670 60 5 5 1 0.51 700 558 0.91084122509362 0.3275 0.797142857142857
"pcsem" "shuffled" 674 80 5 5 1 0.45 700 555 0.910311004434455 0.296666666666667 0.792857142857143
"pcsem" "shuffled" 678 100 5 5 1 0.47 700 569 0.888759920514363 0.374166666666667 0.812857142857143
"pcsem" "shuffled" 682 20 7 5 1 0.26 1400 817 0.86314678239152 0.322879148629149 0.583571428571429
"pcsem" "shuffled" 686 40 7 5 1 0.17 1400 974 0.886997530430309 0.417991341991342 0.695714285714286
"pcsem" "shuffled" 690 60 7 5 1 0.16 1400 1021 0.896772903241933 0.401806998556999 0.729285714285714
"pcsem" "shuffled" 694 80 7 5 1 0.15 1400 1029 0.880568633256035 0.456812770562771 0.735
"pcsem" "shuffled" 698 100 7 5 1 0.2 1400 1080 0.907696271145809 0.455892857142857 0.771428571428571
"pcsem" "shuffled" 702 20 10 5 1 0.1 3000 1520 0.917522760468952 0.331866857052252 0.506666666666667
"pcsem" "shuffled" 706 40 10 5 1 0.07 3000 1882 0.921785713601256 0.394818705184303 0.627333333333333
"pcsem" "shuffled" 710 60 10 5 1 0.03 3000 1944 0.919567605820777 0.437882285807326 0.648
"pcsem" "shuffled" 714 80 10 5 1 0.01 3000 2072 0.91519141315481 0.48064004199798 0.690666666666667
"pcsem" "shuffled" 718 100 10 5 1 0.03 3000 2097 0.903193662315186 0.522768252482326 0.699
"pcsem" "shuffled" 783 20 5 1 2 0.84 700 318 0.436982182005953 0.138333333333333 0.454285714285714
"pcsem" "shuffled" 788 40 5 1 2 0.66 700 394 0.460377852064712 0.1775 0.562857142857143
"pcsem" "shuffled" 793 60 5 1 2 0.67 700 436 0.424571663836389 0.185 0.622857142857143
"pcsem" "shuffled" 798 80 5 1 2 0.66 700 474 0.457526946039442 0.171666666666667 0.677142857142857
"pcsem" "shuffled" 803 100 5 1 2 0.53 700 485 0.434030119470841 0.284166666666667 0.692857142857143
"pcsem" "shuffled" 808 20 7 1 2 0.64 1400 604 0.52955695926371 0.166325396825397 0.431428571428571
"pcsem" "shuffled" 813 40 7 1 2 0.43 1400 761 0.540436032221159 0.20346176046176 0.543571428571429
"pcsem" "shuffled" 818 60 7 1 2 0.43 1400 791 0.50626024026861 0.246123015873016 0.565
"pcsem" "shuffled" 823 80 7 1 2 0.39 1400 881 0.516918321616156 0.258504329004329 0.629285714285714
"pcsem" "shuffled" 828 100 7 1 2 0.26 1400 924 0.542702534633897 0.297098845598846 0.66
"pcsem" "shuffled" 833 20 10 1 2 0.42 3000 1056 0.603392579570072 0.152950450595605 0.352
"pcsem" "shuffled" 838 40 10 1 2 0.13 3000 1458 0.608894043002378 0.255609722596195 0.486
"pcsem" "shuffled" 843 60 10 1 2 0.11 3000 1629 0.63003275957156 0.276545742864097 0.543
"pcsem" "shuffled" 848 80 10 1 2 0.12 3000 1762 0.598660475662371 0.29789921414317 0.587333333333333
"pcsem" "shuffled" 853 100 10 1 2 0.09 3000 1830 0.61861166125101 0.334281223402613 0.61
"pcsem" "shuffled" 932 20 5 2.5 2 0.63 700 428 0.645014710616468 0.2425 0.611428571428571
"pcsem" "shuffled" 936 40 5 2.5 2 0.58 700 482 0.669392446877144 0.278333333333333 0.688571428571429
"pcsem" "shuffled" 940 60 5 2.5 2 0.54 700 521 0.706170046642862 0.271666666666667 0.744285714285714
"pcsem" "shuffled" 944 80 5 2.5 2 0.43 700 523 0.683105851749078 0.336666666666667 0.747142857142857
"pcsem" "shuffled" 948 100 5 2.5 2 0.48 700 551 0.653714337921478 0.355 0.787142857142857
"pcsem" "shuffled" 952 20 7 2.5 2 0.35 1400 731 0.711524560505171 0.26223556998557 0.522142857142857
"pcsem" "shuffled" 956 40 7 2.5 2 0.28 1400 888 0.726983193925534 0.303879509379509 0.634285714285714
"pcsem" "shuffled" 960 60 7 2.5 2 0.15 1400 918 0.737093759006571 0.388879509379509 0.655714285714286
"pcsem" "shuffled" 964 80 7 2.5 2 0.23 1400 1022 0.711157284766326 0.381640331890332 0.73
"pcsem" "shuffled" 968 100 7 2.5 2 0.12 1400 1012 0.70304096325166 0.397622294372294 0.722857142857143
"pcsem" "shuffled" 972 20 10 2.5 2 0.17 3000 1371 0.761168148825551 0.249716702144418 0.457
"pcsem" "shuffled" 976 40 10 2.5 2 0.04 3000 1653 0.791573633926736 0.3420633945798 0.551
"pcsem" "shuffled" 980 60 10 2.5 2 0.04 3000 1885 0.790388552663741 0.378279743316091 0.628333333333333
"pcsem" "shuffled" 984 80 10 2.5 2 0.03 3000 1984 0.784728840087327 0.443819796958699 0.661333333333333
"pcsem" "shuffled" 988 100 10 2.5 2 0.02 3000 2012 0.774889472218546 0.433842705958435 0.670666666666667
"pcsem" "shuffled" 1052 20 5 5 2 0.68 700 464 0.802011540550361 0.181666666666667 0.662857142857143
"pcsem" "shuffled" 1056 40 5 5 2 0.48 700 515 0.772170021787342 0.315833333333333 0.735714285714286
"pcsem" "shuffled" 1060 60 5 5 2 0.5 700 533 0.795314371466103 0.331666666666667 0.761428571428571
"pcsem" "shuffled" 1064 80 5 5 2 0.47 700 557 0.752709632691803 0.306666666666667 0.795714285714286
"pcsem" "shuffled" 1068 100 5 5 2 0.4 700 543 0.755473037020293 0.3275 0.775714285714286
"pcsem" "shuffled" 1072 20 7 5 2 0.23 1400 870 0.819124396755204 0.340709595959596 0.621428571428571
"pcsem" "shuffled" 1076 40 7 5 2 0.31 1400 933 0.820978932853313 0.357047619047619 0.666428571428571
"pcsem" "shuffled" 1080 60 7 5 2 0.14 1400 1030 0.822099244233605 0.431510101010101 0.735714285714286
"pcsem" "shuffled" 1084 80 7 5 2 0.16 1400 1011 0.831368497993196 0.409552308802309 0.722142857142857
"pcsem" "shuffled" 1088 100 7 5 2 0.16 1400 1054 0.82135627681813 0.422836940836941 0.752857142857143
"pcsem" "shuffled" 1092 20 10 5 2 0.17 3000 1444 0.854961305864071 0.287483422761337 0.481333333333333
"pcsem" "shuffled" 1096 40 10 5 2 0.02 3000 1756 0.876296436664551 0.376131870237867 0.585333333333333
"pcsem" "shuffled" 1100 60 10 5 2 0.05 3000 1915 0.864903348868574 0.443546281833585 0.638333333333333
"pcsem" "shuffled" 1104 80 10 5 2 0.01 3000 2066 0.869441462709096 0.475362141143437 0.688666666666667
"pcsem" "shuffled" 1108 100 10 5 2 0.01 3000 2081 0.8704250977701 0.476248116636445 0.693666666666667
"pcsem" "complex" 4 20 5 1 0.5 0.98 700 370 0.725680716425573 0.0308333333333333 0.528571428571429
"pcsem" "complex" 9 40 5 1 0.5 0.93 700 390 0.737116271429085 0.0441666666666667 0.557142857142857
"pcsem" "complex" 14 60 5 1 0.5 0.99 700 399 0.767470220914107 0.0558333333333333 0.57
"pcsem" "complex" 19 80 5 1 0.5 0.95 700 415 0.731082984600246 0.0558333333333333 0.592857142857143
"pcsem" "complex" 24 100 5 1 0.5 0.97 700 431 0.737890278690988 0.0533333333333333 0.615714285714286
"pcsem" "complex" 29 20 7 1 0.5 0.95 1400 643 0.762696187721211 0.0473650793650794 0.459285714285714
"pcsem" "complex" 34 40 7 1 0.5 0.95 1400 711 0.771422591143397 0.0542193362193362 0.507857142857143
"pcsem" "complex" 39 60 7 1 0.5 0.92 1400 778 0.776637514485321 0.058283189033189 0.555714285714286
"pcsem" "complex" 44 80 7 1 0.5 0.95 1400 759 0.770758817253302 0.0494967532467532 0.542142857142857
"pcsem" "complex" 49 100 7 1 0.5 0.92 1400 802 0.797973730213843 0.0752936507936508 0.572857142857143
"pcsem" "complex" 54 20 10 1 0.5 0.98 3000 1173 0.822214359108143 0.046211770906962 0.391
"pcsem" "complex" 59 40 10 1 0.5 0.94 3000 1393 0.815223795654696 0.0599345265699587 0.464333333333333
"pcsem" "complex" 64 60 10 1 0.5 0.95 3000 1522 0.831514629786297 0.0523189324013358 0.507333333333333
"pcsem" "complex" 69 80 10 1 0.5 0.99 3000 1574 0.827910366915629 0.0546046702191035 0.524666666666667
"pcsem" "complex" 74 100 10 1 0.5 0.91 3000 1611 0.838415812225971 0.0502363116105713 0.537
"pcsem" "complex" 153 20 5 2.5 0.5 0.94 700 389 0.867236475480937 0.0683333333333333 0.555714285714286
"pcsem" "complex" 157 40 5 2.5 0.5 0.93 700 416 0.92888972739614 0.0341666666666667 0.594285714285714
"pcsem" "complex" 161 60 5 2.5 0.5 0.94 700 416 0.88819501128099 0.06 0.594285714285714
"pcsem" "complex" 165 80 5 2.5 0.5 0.95 700 424 0.905126426884451 0.0541666666666667 0.605714285714286
"pcsem" "complex" 169 100 5 2.5 0.5 0.93 700 450 0.923004768944156 0.0491666666666667 0.642857142857143
"pcsem" "complex" 173 20 7 2.5 0.5 0.96 1400 702 0.892123674463708 0.0325079365079365 0.501428571428571
"pcsem" "complex" 177 40 7 2.5 0.5 0.97 1400 754 0.906279959626599 0.0530757575757576 0.538571428571429
"pcsem" "complex" 181 60 7 2.5 0.5 0.95 1400 775 0.921103401358287 0.0530873015873016 0.553571428571429
"pcsem" "complex" 185 80 7 2.5 0.5 0.99 1400 813 0.945009765665928 0.0558419913419913 0.580714285714286
"pcsem" "complex" 189 100 7 2.5 0.5 0.95 1400 832 0.914978496049343 0.0541100288600289 0.594285714285714
"pcsem" "complex" 193 20 10 2.5 0.5 0.92 3000 1225 0.924377932390906 0.0590829068622109 0.408333333333333
"pcsem" "complex" 197 40 10 2.5 0.5 0.94 3000 1491 0.926592436053278 0.0409037181283143 0.497
"pcsem" "complex" 201 60 10 2.5 0.5 0.97 3000 1506 0.937158247530092 0.0545028618784037 0.502
"pcsem" "complex" 205 80 10 2.5 0.5 0.98 3000 1615 0.928440827447045 0.0547594144208493 0.538333333333333
"pcsem" "complex" 209 100 10 2.5 0.5 0.98 3000 1599 0.929018563415872 0.0597304818149649 0.533
"pcsem" "complex" 273 20 5 5 0.5 0.92 700 401 0.968600778705227 0.0458333333333333 0.572857142857143
"pcsem" "complex" 277 40 5 5 0.5 0.98 700 410 0.972314266647092 0.035 0.585714285714286
"pcsem" "complex" 281 60 5 5 0.5 0.94 700 432 0.966542459427644 0.0433333333333333 0.617142857142857
"pcsem" "complex" 285 80 5 5 0.5 0.97 700 430 0.958404553159433 0.0525 0.614285714285714
"pcsem" "complex" 289 100 5 5 0.5 0.97 700 454 0.967989637706276 0.0433333333333333 0.648571428571429
"pcsem" "complex" 293 20 7 5 0.5 0.97 1400 698 0.965376892589468 0.0436201298701299 0.498571428571429
"pcsem" "complex" 297 40 7 5 0.5 0.99 1400 772 0.950685161917544 0.0347943722943723 0.551428571428571
"pcsem" "complex" 301 60 7 5 0.5 0.96 1400 807 0.951146136608046 0.0494938672438672 0.576428571428571
"pcsem" "complex" 305 80 7 5 0.5 0.93 1400 808 0.9707801428878 0.0583852813852814 0.577142857142857
"pcsem" "complex" 309 100 7 5 0.5 0.93 1400 833 0.970965507244859 0.0564137806637807 0.595
"pcsem" "complex" 313 20 10 5 0.5 0.95 3000 1246 0.97763908780328 0.0487534474950076 0.415333333333333
"pcsem" "complex" 317 40 10 5 0.5 0.99 3000 1455 0.966640498395805 0.0409827016466032 0.485
"pcsem" "complex" 321 60 10 5 0.5 0.93 3000 1576 0.973908761538524 0.0535541873367456 0.525333333333333
"pcsem" "complex" 325 80 10 5 0.5 0.96 3000 1602 0.972078510490713 0.0538622247319188 0.534
"pcsem" "complex" 329 100 10 5 0.5 0.97 3000 1674 0.972673233269492 0.0461081128138101 0.558
"pcsem" "complex" 394 20 5 1 1 0.92 700 321 0.62749604649765 0.0758333333333333 0.458571428571429
"pcsem" "complex" 399 40 5 1 1 0.94 700 388 0.616158166490756 0.0358333333333333 0.554285714285714
"pcsem" "complex" 404 60 5 1 1 0.9 700 400 0.58334447746999 0.0591666666666667 0.571428571428571
"pcsem" "complex" 409 80 5 1 1 0.97 700 415 0.568307772771324 0.0383333333333333 0.592857142857143
"pcsem" "complex" 414 100 5 1 1 0.94 700 393 0.532883091887325 0.0491666666666667 0.561428571428571
"pcsem" "complex" 419 20 7 1 1 0.96 1400 586 0.650621998718429 0.0410573593073593 0.418571428571429
"pcsem" "complex" 424 40 7 1 1 0.98 1400 681 0.637758830026901 0.0515364357864358 0.486428571428571
"pcsem" "complex" 429 60 7 1 1 0.98 1400 706 0.636434076316041 0.0354246031746032 0.504285714285714
"pcsem" "complex" 434 80 7 1 1 0.93 1400 731 0.625730678579348 0.0502460317460317 0.522142857142857
"pcsem" "complex" 439 100 7 1 1 0.97 1400 785 0.626265059642548 0.0475833333333333 0.560714285714286
"pcsem" "complex" 444 20 10 1 1 0.95 3000 1097 0.679114077775512 0.0393496113094814 0.365666666666667
"pcsem" "complex" 449 40 10 1 1 0.97 3000 1341 0.717862822420292 0.037395084923228 0.447
"pcsem" "complex" 454 60 10 1 1 0.98 3000 1435 0.702148643121828 0.0502691194194896 0.478333333333333
"pcsem" "complex" 459 80 10 1 1 0.94 3000 1491 0.712115885106651 0.0493699124606716 0.497
"pcsem" "complex" 464 100 10 1 1 0.96 3000 1537 0.705015726433057 0.0505588384637752 0.512333333333333
"pcsem" "complex" 543 20 5 2.5 1 0.92 700 372 0.770622500538978 0.0591666666666667 0.531428571428571
"pcsem" "complex" 547 40 5 2.5 1 0.94 700 399 0.749212070581617 0.0658333333333333 0.57
"pcsem" "complex" 551 60 5 2.5 1 0.97 700 412 0.793290530030035 0.0266666666666667 0.588571428571429
"pcsem" "complex" 555 80 5 2.5 1 0.93 700 425 0.718363793016482 0.0516666666666667 0.607142857142857
"pcsem" "complex" 559 100 5 2.5 1 0.97 700 425 0.814727576840294 0.0341666666666667 0.607142857142857
"pcsem" "complex" 563 20 7 2.5 1 0.99 1400 632 0.802070511908021 0.0441684704184704 0.451428571428571
"pcsem" "complex" 567 40 7 2.5 1 0.93 1400 717 0.819422478321559 0.0630479797979798 0.512142857142857
"pcsem" "complex" 571 60 7 2.5 1 0.95 1400 760 0.782916565081751 0.0423174603174603 0.542857142857143
"pcsem" "complex" 575 80 7 2.5 1 0.93 1400 812 0.783579636588786 0.0314292929292929 0.58
"pcsem" "complex" 579 100 7 2.5 1 0.95 1400 810 0.791056274215368 0.0494801587301587 0.578571428571429
"pcsem" "complex" 583 20 10 2.5 1 0.88 3000 1270 0.863815010139579 0.067503091799094 0.423333333333333
"pcsem" "complex" 587 40 10 2.5 1 0.94 3000 1407 0.859715252068506 0.0529188194229754 0.469
"pcsem" "complex" 591 60 10 2.5 1 0.94 3000 1489 0.843853828771435 0.052862569107804 0.496333333333333
"pcsem" "complex" 595 80 10 2.5 1 0.91 3000 1537 0.851808856412054 0.056884436047493 0.512333333333333
"pcsem" "complex" 599 100 10 2.5 1 0.94 3000 1611 0.862399397864495 0.0620163155457038 0.537
"pcsem" "complex" 663 20 5 5 1 0.95 700 392 0.883948650151149 0.0466666666666667 0.56
"pcsem" "complex" 667 40 5 5 1 0.94 700 417 0.882454853789577 0.0383333333333333 0.595714285714286
"pcsem" "complex" 671 60 5 5 1 0.97 700 420 0.871678926939386 0.04 0.6
"pcsem" "complex" 675 80 5 5 1 0.95 700 425 0.894303179207586 0.0458333333333333 0.607142857142857
"pcsem" "complex" 679 100 5 5 1 0.93 700 425 0.927670243821183 0.0516666666666667 0.607142857142857
"pcsem" "complex" 683 20 7 5 1 0.94 1400 698 0.918657543217887 0.0480753968253968 0.498571428571429
"pcsem" "complex" 687 40 7 5 1 0.94 1400 763 0.887536702149063 0.063540404040404 0.545
"pcsem" "complex" 691 60 7 5 1 0.97 1400 801 0.914575560283735 0.0358549783549784 0.572142857142857
"pcsem" "complex" 695 80 7 5 1 1 1400 808 0.914345360578597 0.0463571428571429 0.577142857142857
"pcsem" "complex" 699 100 7 5 1 0.97 1400 840 0.911029908846427 0.0613932178932179 0.6
"pcsem" "complex" 703 20 10 5 1 0.96 3000 1292 0.912999554195679 0.0486917274565059 0.430666666666667
"pcsem" "complex" 707 40 10 5 1 0.94 3000 1501 0.914511858315129 0.0495145441152676 0.500333333333333
"pcsem" "complex" 711 60 10 5 1 0.9 3000 1522 0.919353490575224 0.0553605708839253 0.507333333333333
"pcsem" "complex" 715 80 10 5 1 0.95 3000 1605 0.924661693723092 0.0455276041281224 0.535
"pcsem" "complex" 719 100 10 5 1 0.89 3000 1678 0.922837276533471 0.0523050379945655 0.559333333333333
"pcsem" "complex" 784 20 5 1 2 0.97 700 259 0.391695340394795 0.0408333333333333 0.37
"pcsem" "complex" 789 40 5 1 2 0.97 700 318 0.409169124810555 0.0475 0.454285714285714
"pcsem" "complex" 794 60 5 1 2 0.95 700 341 0.433817034044726 0.0491666666666667 0.487142857142857
"pcsem" "complex" 799 80 5 1 2 0.98 700 359 0.421149441830507 0.0308333333333333 0.512857142857143
"pcsem" "complex" 804 100 5 1 2 0.97 700 360 0.371285774301073 0.0433333333333333 0.514285714285714
"pcsem" "complex" 809 20 7 1 2 0.93 1400 498 0.45721504025633 0.0603463203463203 0.355714285714286
"pcsem" "complex" 814 40 7 1 2 0.96 1400 578 0.464626173871364 0.0395 0.412857142857143
"pcsem" "complex" 819 60 7 1 2 0.97 1400 630 0.450197256763967 0.0437698412698413 0.45
"pcsem" "complex" 824 80 7 1 2 0.87 1400 676 0.431457848760302 0.0549588744588745 0.482857142857143
"pcsem" "complex" 829 100 7 1 2 0.97 1400 706 0.473745535587556 0.0521562049062049 0.504285714285714
"pcsem" "complex" 834 20 10 1 2 0.93 3000 914 0.562091447566297 0.0493083634275517 0.304666666666667
"pcsem" "complex" 839 40 10 1 2 0.93 3000 1146 0.562215609978865 0.0607553528817393 0.382
"pcsem" "complex" 844 60 10 1 2 0.97 3000 1231 0.571949757293771 0.0430618825587698 0.410333333333333
"pcsem" "complex" 849 80 10 1 2 0.93 3000 1317 0.569785071708036 0.0593752772712996 0.439
"pcsem" "complex" 854 100 10 1 2 0.97 3000 1437 0.544787142034826 0.045710916104879 0.479
"pcsem" "complex" 933 20 5 2.5 2 0.96 700 347 0.598275742566476 0.0391666666666667 0.495714285714286
"pcsem" "complex" 937 40 5 2.5 2 0.99 700 376 0.605410999638226 0.05 0.537142857142857
"pcsem" "complex" 941 60 5 2.5 2 0.93 700 402 0.616280640815296 0.025 0.574285714285714
"pcsem" "complex" 945 80 5 2.5 2 0.98 700 408 0.625234325051995 0.0483333333333333 0.582857142857143
"pcsem" "complex" 949 100 5 2.5 2 0.94 700 401 0.62126623616062 0.0641666666666667 0.572857142857143
"pcsem" "complex" 953 20 7 2.5 2 0.94 1400 628 0.683508625778885 0.0494848484848485 0.448571428571429
"pcsem" "complex" 957 40 7 2.5 2 0.95 1400 704 0.657855590390584 0.0567579365079365 0.502857142857143
"pcsem" "complex" 961 60 7 2.5 2 0.96 1400 756 0.690142242774657 0.0465364357864358 0.54
"pcsem" "complex" 965 80 7 2.5 2 0.98 1400 755 0.675452755491584 0.0461150793650794 0.539285714285714
"pcsem" "complex" 969 100 7 2.5 2 0.93 1400 797 0.67660696265753 0.0577160894660895 0.569285714285714
"pcsem" "complex" 973 20 10 2.5 2 0.93 3000 1082 0.757643896277965 0.0411148874980481 0.360666666666667
"pcsem" "complex" 977 40 10 2.5 2 0.96 3000 1368 0.754998866811056 0.0543283886011238 0.456
"pcsem" "complex" 981 60 10 2.5 2 0.92 3000 1457 0.749581157015233 0.0479327270017639 0.485666666666667
"pcsem" "complex" 985 80 10 2.5 2 0.96 3000 1499 0.748593497867105 0.0517529955730992 0.499666666666667
"pcsem" "complex" 989 100 10 2.5 2 0.96 3000 1612 0.739127392759812 0.0518115855107038 0.537333333333333
"pcsem" "complex" 1053 20 5 5 2 0.95 700 390 0.789524188827101 0.0683333333333333 0.557142857142857
"pcsem" "complex" 1057 40 5 5 2 0.95 700 403 0.775402647824285 0.0433333333333333 0.575714285714286
"pcsem" "complex" 1061 60 5 5 2 0.94 700 418 0.767889601248858 0.055 0.597142857142857
"pcsem" "complex" 1065 80 5 5 2 0.94 700 434 0.775199499256352 0.0433333333333333 0.62
"pcsem" "complex" 1069 100 5 5 2 0.95 700 423 0.789850601506914 0.0391666666666667 0.604285714285714
"pcsem" "complex" 1073 20 7 5 2 0.95 1400 660 0.797129818090444 0.049734126984127 0.471428571428571
"pcsem" "complex" 1077 40 7 5 2 0.93 1400 715 0.777576115730164 0.042476911976912 0.510714285714286
"pcsem" "complex" 1081 60 7 5 2 0.92 1400 788 0.799022988928457 0.0568253968253968 0.562857142857143
"pcsem" "complex" 1085 80 7 5 2 0.96 1400 764 0.804655873512351 0.0414642857142857 0.545714285714286
"pcsem" "complex" 1089 100 7 5 2 0.93 1400 829 0.80641441232885 0.0430793650793651 0.592142857142857
