"pkg" "type" "Exp" "N" "X" "Sd_eff" "Sd_res" "PropSigM" "NbPaths" "NbSigPaths" "AvgRSq" "PropCond" "PropSigPaths"
"lavaan" "simple" 740 100 5 5 1 0.1 700 575 0.931253293963705 0.6375 0.821428571428571
"lavaan" "simple" 744 20 7 5 1 0.12 1400 969 0.925022247474374 0.421406926406926 0.692142857142857
"lavaan" "simple" 748 40 7 5 1 0.05 1400 1019 0.956046659871989 0.438730519480519 0.727857142857143
"lavaan" "simple" 752 60 7 5 1 0.03 1400 1064 0.952973090514213 0.477611111111111 0.76
"lavaan" "simple" 756 80 7 5 1 0.03 1400 1057 0.931988175276412 0.55199531024531 0.755
"lavaan" "simple" 760 100 7 5 1 0.04 1400 1104 0.939215013428562 0.549164141414141 0.788571428571429
"lavaan" "simple" 764 20 10 5 1 0.02 3000 1737 0.949160231538505 0.339135930996311 0.579
"lavaan" "simple" 768 40 10 5 1 0 3000 1820 0.94452518912216 0.404875369750723 0.606666666666667
"lavaan" "simple" 772 60 10 5 1 0.01 3000 2063 0.9546646996795 0.480446151323288 0.687666666666667
"lavaan" "simple" 776 80 10 5 1 0 3000 2041 0.955866015376307 0.456189163421419 0.680333333333333
"lavaan" "simple" 780 100 10 5 1 0.01 3000 2057 0.946925982760807 0.500321937786368 0.685666666666667
"lavaan" "simple" 860 20 5 1 2 0.38 700 400 0.472818180814595 0.325 0.571428571428571
"lavaan" "simple" 865 40 5 1 2 0.36 700 443 0.47368582922941 0.366666666666667 0.632857142857143
"lavaan" "simple" 870 60 5 1 2 0.27 700 459 0.44741649344099 0.429166666666667 0.655714285714286
"lavaan" "simple" 875 80 5 1 2 0.26 700 480 0.46421172457099 0.4625 0.685714285714286
"lavaan" "simple" 880 100 5 1 2 0.16 700 512 0.482908804554003 0.5075 0.731428571428571
"lavaan" "simple" 885 20 7 1 2 0.23 1400 785 0.559012583080776 0.241765873015873 0.560714285714286
"lavaan" "simple" 890 40 7 1 2 0.2 1400 821 0.559469907560266 0.347825396825397 0.586428571428571
"lavaan" "simple" 895 60 7 1 2 0.07 1400 890 0.52025483866642 0.435206349206349 0.635714285714286
"lavaan" "simple" 900 80 7 1 2 0.08 1400 931 0.538129884350131 0.416166666666667 0.665
"lavaan" "simple" 905 100 7 1 2 0.04 1400 981 0.522824717208512 0.465853174603175 0.700714285714286
"lavaan" "simple" 910 20 10 1 2 0.04 3000 1565 0.630836235150609 0.243382559016687 0.521666666666667
"lavaan" "simple" 915 40 10 1 2 0.01 3000 1678 0.655822080741158 0.307860449118243 0.559333333333333
"lavaan" "simple" 920 60 10 1 2 0.01 3000 1737 0.634955986460226 0.374533902405009 0.579
"lavaan" "simple" 925 80 10 1 2 0.03 3000 1789 0.633913542697112 0.371997976582745 0.596333333333333
"lavaan" "simple" 930 100 10 1 2 0.02 3000 1928 0.641064164278555 0.396314611387949 0.642666666666667
"lavaan" "simple" 994 20 5 2.5 2 0.36 700 465 0.67819479931106 0.430833333333333 0.664285714285714
"lavaan" "simple" 998 40 5 2.5 2 0.16 700 521 0.715081009250752 0.508333333333333 0.744285714285714
"lavaan" "simple" 1002 60 5 2.5 2 0.13 700 543 0.700547764278497 0.5225 0.775714285714286
"lavaan" "simple" 1006 80 5 2.5 2 0.19 700 560 0.721363664394073 0.575833333333333 0.8
"lavaan" "simple" 1010 100 5 2.5 2 0.13 700 558 0.705719846695506 0.625 0.797142857142857
"lavaan" "simple" 1014 20 7 2.5 2 0.13 1400 838 0.72229547330815 0.382601731601732 0.598571428571429
"lavaan" "simple" 1018 40 7 2.5 2 0.08 1400 976 0.750905473094894 0.477453823953824 0.697142857142857
"lavaan" "simple" 1022 60 7 2.5 2 0.09 1400 988 0.744862257584724 0.460427128427128 0.705714285714286
"lavaan" "simple" 1026 80 7 2.5 2 0.08 1400 1007 0.766338463016025 0.495181457431457 0.719285714285714
"lavaan" "simple" 1030 100 7 2.5 2 0.05 1400 1055 0.716773470513556 0.519533910533911 0.753571428571429
"lavaan" "simple" 1034 20 10 2.5 2 0.04 3000 1744 0.807787439493812 0.278320884069117 0.581333333333333
"lavaan" "simple" 1038 40 10 2.5 2 0.02 3000 1815 0.804532365283058 0.371056618790641 0.605
"lavaan" "simple" 1042 60 10 2.5 2 0 3000 1948 0.817268329494011 0.408588379443727 0.649333333333333
"lavaan" "simple" 1046 80 10 2.5 2 0.02 3000 1940 0.815848556477021 0.417610161530114 0.646666666666667
"lavaan" "simple" 1050 100 10 2.5 2 0 3000 2055 0.822904621435157 0.454447055484237 0.685
"lavaan" "simple" 1114 20 5 5 2 0.28 700 488 0.826549159818025 0.44 0.697142857142857
"lavaan" "simple" 1118 40 5 5 2 0.15 700 547 0.816823350266971 0.518333333333333 0.781428571428571
"lavaan" "simple" 1122 60 5 5 2 0.15 700 569 0.829838446819858 0.5275 0.812857142857143
"lavaan" "simple" 1126 80 5 5 2 0.21 700 561 0.824317376856966 0.544166666666667 0.801428571428571
"lavaan" "simple" 1130 100 5 5 2 0.14 700 590 0.819865456966256 0.58 0.842857142857143
"lavaan" "simple" 1134 20 7 5 2 0.08 1400 906 0.865186707406641 0.400428210678211 0.647142857142857
"lavaan" "simple" 1138 40 7 5 2 0.05 1400 1003 0.85399770841588 0.472041486291486 0.716428571428571
"lavaan" "simple" 1142 60 7 5 2 0.07 1400 1002 0.855817365946012 0.536546176046176 0.715714285714286
"lavaan" "simple" 1146 80 7 5 2 0.07 1400 1060 0.836145848611949 0.51075 0.757142857142857
"lavaan" "simple" 1150 100 7 5 2 0.07 1400 1080 0.870644044542524 0.521133477633478 0.771428571428571
"lavaan" "simple" 1154 20 10 5 2 0.02 3000 1779 0.903355463636533 0.307758122025594 0.593
"lavaan" "simple" 1158 40 10 5 2 0.02 3000 1856 0.900558342787986 0.380431191622435 0.618666666666667
"lavaan" "simple" 1162 60 10 5 2 0.01 3000 1943 0.896717891448175 0.413526061255466 0.647666666666667
"lavaan" "simple" 1166 80 10 5 2 0 3000 2094 0.886357087078603 0.456424692592521 0.698
"lavaan" "simple" 1170 100 10 5 2 0 3000 2189 0.8928896718109 0.493709379652818 0.729666666666667
"pcsem" "random" 1 20 5 1 0.5 0.98 700 41 -0.00649656458194042 0.0425 0.0585714285714286
"pcsem" "random" 6 40 5 1 0.5 0.98 700 39 -0.00301248999892426 0.04 0.0557142857142857
"pcsem" "random" 11 60 5 1 0.5 0.97 700 41 -0.00307499161229213 0.0483333333333333 0.0585714285714286
"pcsem" "random" 16 80 5 1 0.5 0.98 700 36 -0.00212395196491971 0.045 0.0514285714285714
"pcsem" "random" 21 100 5 1 0.5 0.97 700 34 -0.0021836749073338 0.0325 0.0485714285714286
"pcsem" "random" 26 20 7 1 0.5 0.98 1400 84 0.00455429190284736 0.0371316738816739 0.06
"pcsem" "random" 31 40 7 1 0.5 0.95 1400 72 -0.000899974220941531 0.0604722222222222 0.0514285714285714
"pcsem" "random" 36 60 7 1 0.5 0.95 1400 74 -0.00191373673878048 0.0599025974025974 0.0528571428571429
"pcsem" "random" 41 80 7 1 0.5 0.96 1400 73 -0.000589877742369081 0.0522781385281385 0.0521428571428571
"pcsem" "random" 46 100 7 1 0.5 0.97 1400 57 -0.00207169905803307 0.037247113997114 0.0407142857142857
"pcsem" "random" 51 20 10 1 0.5 0.98 3000 156 -0.000209771462515705 0.0548824215994293 0.052
"pcsem" "random" 56 40 10 1 0.5 0.96 3000 127 -0.00232223255848384 0.0469036728407471 0.0423333333333333
"pcsem" "random" 61 60 10 1 0.5 0.96 3000 143 -0.00445862634936947 0.0593100908400713 0.0476666666666667
"pcsem" "random" 66 80 10 1 0.5 0.92 3000 160 0.000955838693498159 0.0569541781000591 0.0533333333333333
"pcsem" "random" 71 100 10 1 0.5 0.96 3000 165 -0.00168899556245178 0.0519852595154783 0.055
"pcsem" "random" 391 20 5 1 1 0.96 700 39 -0.00168590464533437 0.0466666666666667 0.0557142857142857
"pcsem" "random" 396 40 5 1 1 0.98 700 41 -0.00182259337974343 0.0475 0.0585714285714286
"pcsem" "random" 401 60 5 1 1 0.95 700 36 -0.00378851658614168 0.0458333333333333 0.0514285714285714
"pcsem" "random" 406 80 5 1 1 0.95 700 40 -0.00150080500356663 0.0516666666666667 0.0571428571428571
"pcsem" "random" 411 100 5 1 1 0.94 700 33 -0.00171824276159589 0.0525 0.0471428571428571
"pcsem" "random" 416 20 7 1 1 0.95 1400 53 -0.0139544303179165 0.0489307359307359 0.0378571428571429
"pcsem" "random" 421 40 7 1 1 0.97 1400 62 -0.00482282556066431 0.0312074314574315 0.0442857142857143
"pcsem" "random" 426 60 7 1 1 0.92 1400 57 -0.00489493967714366 0.0512777777777778 0.0407142857142857
"pcsem" "random" 431 80 7 1 1 0.94 1400 63 -0.0019638215980262 0.0580122655122655 0.045
"pcsem" "random" 436 100 7 1 1 0.99 1400 52 -0.00221711402423445 0.0448145743145743 0.0371428571428571
"pcsem" "random" 441 20 10 1 1 0.97 3000 132 -0.0123774967404722 0.0507497041945656 0.044
"pcsem" "random" 446 40 10 1 1 0.93 3000 175 0.00675277668341717 0.0418755895321382 0.0583333333333333
"pcsem" "random" 451 60 10 1 1 0.93 3000 148 -0.00412738209294878 0.0419938090207305 0.0493333333333333
"pcsem" "random" 456 80 10 1 1 0.95 3000 136 -0.000746023973531505 0.0467238672247422 0.0453333333333333
"pcsem" "random" 461 100 10 1 1 0.94 3000 153 0.000549411978717711 0.0423917081703089 0.051
"pcsem" "random" 781 20 5 1 2 0.99 700 32 -0.0142634825515523 0.0316666666666667 0.0457142857142857
"pcsem" "random" 786 40 5 1 2 0.97 700 46 0.000500683892844342 0.0416666666666667 0.0657142857142857
"pcsem" "random" 791 60 5 1 2 0.94 700 30 -0.00398466477736621 0.0566666666666667 0.0428571428571429
"pcsem" "random" 796 80 5 1 2 0.95 700 31 -0.000439628638057507 0.0516666666666667 0.0442857142857143
"pcsem" "random" 801 100 5 1 2 0.95 700 37 -0.00106829878153542 0.0566666666666667 0.0528571428571429
"pcsem" "random" 806 20 7 1 2 0.94 1400 71 -0.0085110125090867 0.0495638528138528 0.0507142857142857
"pcsem" "random" 811 40 7 1 2 0.92 1400 60 -0.0053807146207937 0.0617463924963925 0.0428571428571429
"pcsem" "random" 816 60 7 1 2 0.97 1400 79 0.000232394493561392 0.0424527417027417 0.0564285714285714
"pcsem" "random" 821 80 7 1 2 0.96 1400 82 1.18372321317173e-06 0.0523499278499278 0.0585714285714286
"pcsem" "random" 826 100 7 1 2 0.98 1400 70 -0.00253145827681141 0.0433593073593074 0.05
"pcsem" "random" 831 20 10 1 2 0.94 3000 154 0.00543581131376971 0.0594458358810391 0.0513333333333333
"pcsem" "random" 836 40 10 1 2 0.98 3000 147 -0.00219083598004067 0.0473670135834761 0.049
"pcsem" "random" 841 60 10 1 2 0.92 3000 143 -0.000858120712771162 0.0456489333875843 0.0476666666666667
"pcsem" "random" 846 80 10 1 2 0.96 3000 160 -0.000591488039337778 0.0461400040926155 0.0533333333333333
"pcsem" "random" 851 100 10 1 2 0.93 3000 131 -0.00189349062604912 0.0566240567772167 0.0436666666666667
"pcsem" "exact" 2 20 5 1 0.5 0.93 700 441 0.775943083543818 0.0533333333333333 0.63
"pcsem" "exact" 7 40 5 1 0.5 0.96 700 524 0.804335034906754 0.0425 0.748571428571429
"pcsem" "exact" 12 60 5 1 0.5 0.93 700 527 0.746706132456652 0.0691666666666667 0.752857142857143
"pcsem" "exact" 17 80 5 1 0.5 0.95 700 555 0.793588516054221 0.0408333333333333 0.792857142857143
"pcsem" "exact" 22 100 5 1 0.5 0.97 700 572 0.798654790186716 0.0416666666666667 0.817142857142857
"pcsem" "exact" 27 20 7 1 0.5 0.94 1400 836 0.813645156059097 0.0635515873015873 0.597142857142857
"pcsem" "exact" 32 40 7 1 0.5 0.97 1400 940 0.824066025250216 0.0516756854256854 0.671428571428571
"pcsem" "exact" 37 60 7 1 0.5 0.97 1400 1021 0.830770659326355 0.0618813131313131 0.729285714285714
"pcsem" "exact" 42 80 7 1 0.5 0.93 1400 1046 0.826108096989531 0.0466439393939394 0.747142857142857
"pcsem" "exact" 47 100 7 1 0.5 0.97 1400 1027 0.846090515566399 0.0443412698412698 0.733571428571429
"pcsem" "exact" 52 20 10 1 0.5 0.95 3000 1422 0.872516298224016 0.0462507661352223 0.474
"pcsem" "exact" 57 40 10 1 0.5 0.95 3000 1688 0.877898412014887 0.0451139760876266 0.562666666666667
"pcsem" "exact" 62 60 10 1 0.5 0.91 3000 1870 0.862682141826329 0.0516944760369178 0.623333333333333
"pcsem" "exact" 67 80 10 1 0.5 0.94 3000 1887 0.875042488832968 0.0476692360233954 0.629
"pcsem" "exact" 72 100 10 1 0.5 0.94 3000 2066 0.873627162451609 0.055136464150184 0.688666666666667
"pcsem" "exact" 151 20 5 2.5 0.5 0.95 700 480 0.930747290575149 0.0416666666666667 0.685714285714286
"pcsem" "exact" 155 40 5 2.5 0.5 0.92 700 525 0.938621864518487 0.0708333333333333 0.75
"pcsem" "exact" 159 60 5 2.5 0.5 0.98 700 569 0.932249754365926 0.0258333333333333 0.812857142857143
"pcsem" "exact" 163 80 5 2.5 0.5 0.95 700 568 0.943772465725015 0.0358333333333333 0.811428571428571
"pcsem" "exact" 167 100 5 2.5 0.5 0.99 700 568 0.909717984011708 0.0283333333333333 0.811428571428571
"pcsem" "exact" 171 20 7 2.5 0.5 0.94 1400 851 0.936900257362197 0.0486587301587302 0.607857142857143
"pcsem" "exact" 175 40 7 2.5 0.5 0.94 1400 956 0.945392131904678 0.0504260461760462 0.682857142857143
"pcsem" "exact" 179 60 7 2.5 0.5 0.94 1400 1003 0.937376145721478 0.0481872294372294 0.716428571428571
"pcsem" "exact" 183 80 7 2.5 0.5 0.94 1400 1055 0.928531995427969 0.0498412698412698 0.753571428571429
"pcsem" "exact" 187 100 7 2.5 0.5 0.99 1400 1060 0.94771107973668 0.0595367965367965 0.757142857142857
"pcsem" "exact" 191 20 10 2.5 0.5 0.97 3000 1473 0.95483677606369 0.0306060197355627 0.491
"pcsem" "exact" 195 40 10 2.5 0.5 0.97 3000 1749 0.939292002050518 0.0386211281954013 0.583
"pcsem" "exact" 199 60 10 2.5 0.5 0.96 3000 1900 0.953175900042509 0.0507484567977602 0.633333333333333
"pcsem" "exact" 203 80 10 2.5 0.5 0.96 3000 2026 0.941358554059127 0.0592611896273661 0.675333333333333
"pcsem" "exact" 207 100 10 2.5 0.5 0.9 3000 2026 0.952550277692063 0.0546925204101473 0.675333333333333
"pcsem" "exact" 271 20 5 5 0.5 0.92 700 488 0.975577223837173 0.075 0.697142857142857
"pcsem" "exact" 275 40 5 5 0.5 0.95 700 554 0.964085421112531 0.0475 0.791428571428571
"pcsem" "exact" 279 60 5 5 0.5 0.98 700 562 0.97965807892499 0.0333333333333333 0.802857142857143
"pcsem" "exact" 283 80 5 5 0.5 0.93 700 591 0.975928763789338 0.0766666666666667 0.844285714285714
"pcsem" "exact" 287 100 5 5 0.5 0.94 700 592 0.982885201690324 0.0591666666666667 0.845714285714286
"pcsem" "exact" 291 20 7 5 0.5 0.9 1400 875 0.974809575519365 0.0652518037518038 0.625
"pcsem" "exact" 295 40 7 5 0.5 0.98 1400 977 0.975172525877246 0.0473499278499279 0.697857142857143
"pcsem" "exact" 299 60 7 5 0.5 0.97 1400 1010 0.985585300736175 0.0509329004329004 0.721428571428571
"pcsem" "exact" 303 80 7 5 0.5 0.94 1400 1057 0.969062805722306 0.0522748917748918 0.755
"pcsem" "exact" 307 100 7 5 0.5 0.93 1400 1055 0.980393252891411 0.0440721500721501 0.753571428571429
"pcsem" "exact" 311 20 10 5 0.5 0.95 3000 1471 0.98662467143387 0.0489480677785295 0.490333333333333
"pcsem" "exact" 315 40 10 5 0.5 0.87 3000 1809 0.984082146038749 0.0625574963915252 0.603
"pcsem" "exact" 319 60 10 5 0.5 0.97 3000 1928 0.982628006718898 0.0425119915381727 0.642666666666667
"pcsem" "exact" 323 80 10 5 0.5 0.96 3000 1986 0.983332359953169 0.0425687409448212 0.662
"pcsem" "exact" 327 100 10 5 0.5 0.97 3000 2090 0.983488289670671 0.0493471586720813 0.696666666666667
"pcsem" "exact" 392 20 5 1 1 0.94 700 412 0.654843369342321 0.0358333333333333 0.588571428571429
"pcsem" "exact" 397 40 5 1 1 0.95 700 455 0.647421913167716 0.0391666666666667 0.65
"pcsem" "exact" 402 60 5 1 1 0.96 700 516 0.647313004076861 0.0366666666666667 0.737142857142857
"pcsem" "exact" 407 80 5 1 1 0.93 700 544 0.674322296385828 0.0483333333333333 0.777142857142857
"pcsem" "exact" 412 100 5 1 1 0.92 700 524 0.656258199806765 0.0625 0.748571428571429
"pcsem" "exact" 417 20 7 1 1 0.96 1400 739 0.715514556465739 0.0532142857142857 0.527857142857143
"pcsem" "exact" 422 40 7 1 1 0.93 1400 855 0.712990285906574 0.0596323953823954 0.610714285714286
"pcsem" "exact" 427 60 7 1 1 0.89 1400 960 0.690536520165396 0.0602936507936508 0.685714285714286
"pcsem" "exact" 432 80 7 1 1 0.94 1400 988 0.7226036438234 0.0445205627705628 0.705714285714286
"pcsem" "exact" 437 100 7 1 1 0.94 1400 998 0.699101812470077 0.057218253968254 0.712857142857143
"pcsem" "exact" 442 20 10 1 1 0.96 3000 1335 0.744299163291065 0.0523121572369789 0.445
"pcsem" "exact" 447 40 10 1 1 0.94 3000 1608 0.776538711614245 0.0563849391945805 0.536
"pcsem" "exact" 452 60 10 1 1 0.87 3000 1774 0.783511656998813 0.0569204962097175 0.591333333333333
"pcsem" "exact" 457 80 10 1 1 0.95 3000 1857 0.76537843575599 0.0535739004033761 0.619
"pcsem" "exact" 462 100 10 1 1 0.96 3000 1902 0.768419197478543 0.0525443419930901 0.634
"pcsem" "exact" 541 20 5 2.5 1 0.93 700 472 0.847920175096147 0.0425 0.674285714285714
"pcsem" "exact" 545 40 5 2.5 1 0.93 700 517 0.824812361306186 0.0808333333333333 0.738571428571429
"pcsem" "exact" 549 60 5 2.5 1 0.93 700 555 0.846805472133678 0.0525 0.792857142857143
"pcsem" "exact" 553 80 5 2.5 1 0.93 700 547 0.827843864314828 0.0658333333333333 0.781428571428571
"pcsem" "exact" 557 100 5 2.5 1 0.97 700 576 0.843518149250598 0.0466666666666667 0.822857142857143
"pcsem" "exact" 561 20 7 2.5 1 0.99 1400 808 0.866129878708568 0.050734126984127 0.577142857142857
"pcsem" "exact" 565 40 7 2.5 1 0.95 1400 949 0.865412024707064 0.0523452380952381 0.677857142857143
"pcsem" "exact" 569 60 7 2.5 1 0.95 1400 972 0.871089995657549 0.0378174603174603 0.694285714285714
"pcsem" "exact" 573 80 7 2.5 1 0.89 1400 1052 0.860077310232777 0.0605 0.751428571428571
"pcsem" "exact" 577 100 7 2.5 1 0.96 1400 1046 0.864908732255037 0.0446706349206349 0.747142857142857
"pcsem" "exact" 581 20 10 2.5 1 0.97 3000 1423 0.900864027203086 0.0588430388485746 0.474333333333333
"pcsem" "exact" 585 40 10 2.5 1 0.97 3000 1722 0.906753299423979 0.0483316074455898 0.574
"pcsem" "exact" 589 60 10 2.5 1 0.97 3000 1865 0.896778588791656 0.0451158853403368 0.621666666666667
"pcsem" "exact" 593 80 10 2.5 1 0.95 3000 1941 0.90548395256325 0.0413133960216508 0.647
"pcsem" "exact" 597 100 10 2.5 1 0.94 3000 2008 0.909032489436626 0.0583636209070689 0.669333333333333
"pcsem" "exact" 661 20 5 5 1 0.94 700 509 0.918554726617882 0.0233333333333333 0.727142857142857
"pcsem" "exact" 665 40 5 5 1 0.94 700 547 0.919561464924656 0.0391666666666667 0.781428571428571
"pcsem" "exact" 669 60 5 5 1 0.94 700 551 0.934470011305844 0.0383333333333333 0.787142857142857
"pcsem" "exact" 673 80 5 5 1 0.92 700 564 0.925434116227172 0.0508333333333333 0.805714285714286
"pcsem" "exact" 677 100 5 5 1 0.93 700 572 0.930879546797939 0.0716666666666667 0.817142857142857
"pcsem" "exact" 681 20 7 5 1 0.97 1400 860 0.942923144030143 0.0357582972582973 0.614285714285714
"pcsem" "exact" 685 40 7 5 1 0.97 1400 1025 0.949370384589192 0.0546601731601732 0.732142857142857
"pcsem" "exact" 689 60 7 5 1 0.98 1400 995 0.95389878797973 0.0300515873015873 0.710714285714286
"pcsem" "exact" 693 80 7 5 1 0.95 1400 1025 0.937859897157163 0.0598351370851371 0.732142857142857
"pcsem" "exact" 697 100 7 5 1 0.94 1400 1085 0.935544855537728 0.0529844877344877 0.775
"pcsem" "exact" 701 20 10 5 1 0.98 3000 1478 0.958797179911842 0.0509835370280248 0.492666666666667
"pcsem" "exact" 705 40 10 5 1 0.99 3000 1765 0.95412414557031 0.0455877595150546 0.588333333333333
"pcsem" "exact" 709 60 10 5 1 0.96 3000 1927 0.95538075478572 0.0624732268231733 0.642333333333333
"pcsem" "exact" 713 80 10 5 1 0.93 3000 2028 0.953883677110702 0.0512072461777166 0.676
"pcsem" "exact" 717 100 10 5 1 0.96 3000 1993 0.944192580281022 0.0526301688517532 0.664333333333333
"pcsem" "exact" 782 20 5 1 2 0.96 700 350 0.468156492569534 0.0383333333333333 0.5
"pcsem" "exact" 787 40 5 1 2 0.98 700 402 0.456499852562906 0.0383333333333333 0.574285714285714
"pcsem" "exact" 792 60 5 1 2 0.95 700 431 0.475963714991569 0.0516666666666667 0.615714285714286
"pcsem" "exact" 797 80 5 1 2 0.95 700 477 0.469784409397568 0.0508333333333333 0.681428571428571
"pcsem" "exact" 802 100 5 1 2 0.95 700 480 0.468787165365424 0.0416666666666667 0.685714285714286
"pcsem" "exact" 807 20 7 1 2 0.95 1400 607 0.579008565855749 0.0442308802308802 0.433571428571429
"pcsem" "exact" 812 40 7 1 2 0.95 1400 746 0.546465725762793 0.0610090187590188 0.532857142857143
"pcsem" "exact" 817 60 7 1 2 0.98 1400 828 0.534796116981694 0.0347619047619048 0.591428571428571
"pcsem" "exact" 822 80 7 1 2 0.96 1400 863 0.562680336873764 0.0331706349206349 0.616428571428571
"pcsem" "exact" 827 100 7 1 2 0.94 1400 897 0.558479068234131 0.0593095238095238 0.640714285714286
"pcsem" "exact" 832 20 10 1 2 0.95 3000 1112 0.657220977932543 0.053790018966466 0.370666666666667
"pcsem" "exact" 837 40 10 1 2 0.91 3000 1429 0.639381509211798 0.044510302090784 0.476333333333333
"pcsem" "exact" 842 60 10 1 2 0.98 3000 1556 0.647636025634265 0.0467351837749603 0.518666666666667
"pcsem" "exact" 847 80 10 1 2 0.97 3000 1723 0.628634245139753 0.0389430412534027 0.574333333333333
"pcsem" "exact" 852 100 10 1 2 0.94 3000 1790 0.616094168723281 0.0509011848432598 0.596666666666667
"pcsem" "exact" 931 20 5 2.5 2 0.96 700 440 0.694161379433458 0.0466666666666667 0.628571428571429
"pcsem" "exact" 935 40 5 2.5 2 0.97 700 499 0.682174587771534 0.03 0.712857142857143
"pcsem" "exact" 939 60 5 2.5 2 0.94 700 513 0.715257668360155 0.0333333333333333 0.732857142857143
"pcsem" "exact" 943 80 5 2.5 2 0.93 700 533 0.710835089925814 0.0433333333333333 0.761428571428571
"pcsem" "exact" 947 100 5 2.5 2 0.95 700 547 0.691337379157506 0.0558333333333333 0.781428571428571
"pcsem" "exact" 951 20 7 2.5 2 0.94 1400 791 0.744019203471495 0.0558416305916306 0.565
"pcsem" "exact" 955 40 7 2.5 2 0.96 1400 899 0.74783887927628 0.0628896103896104 0.642142857142857
"pcsem" "exact" 959 60 7 2.5 2 0.94 1400 938 0.735768481638357 0.055001443001443 0.67
"pcsem" "exact" 963 80 7 2.5 2 0.93 1400 1004 0.747836984997676 0.0441284271284271 0.717142857142857
"pcsem" "exact" 967 100 7 2.5 2 0.92 1400 1010 0.745069835943485 0.0462907647907648 0.721428571428571
"pcsem" "exact" 971 20 10 2.5 2 0.95 3000 1418 0.799498753658956 0.0466180427479223 0.472666666666667
"pcsem" "exact" 975 40 10 2.5 2 0.97 3000 1659 0.819849961971296 0.0426391296189789 0.553
"pcsem" "exact" 979 60 10 2.5 2 0.96 3000 1787 0.807089245930028 0.0480131053781175 0.595666666666667
"pcsem" "exact" 983 80 10 2.5 2 0.95 3000 1913 0.800900762014178 0.0589254483375765 0.637666666666667
"pcsem" "exact" 987 100 10 2.5 2 0.94 3000 1959 0.81531881691431 0.0550348873737351 0.653
"pcsem" "exact" 1051 20 5 5 2 0.97 700 475 0.838916226831977 0.0408333333333333 0.678571428571429
"pcsem" "exact" 1055 40 5 5 2 0.92 700 536 0.838278898656272 0.0525 0.765714285714286
"pcsem" "exact" 1059 60 5 5 2 0.94 700 556 0.808422795974874 0.0741666666666667 0.794285714285714
"pcsem" "exact" 1063 80 5 5 2 0.96 700 575 0.843069628881242 0.0433333333333333 0.821428571428571
"pcsem" "exact" 1067 100 5 5 2 0.96 700 559 0.854442303409409 0.03 0.798571428571429
"pcsem" "exact" 1071 20 7 5 2 0.95 1400 825 0.859622584507177 0.0507272727272727 0.589285714285714
"pcsem" "exact" 1075 40 7 5 2 0.96 1400 955 0.856056681768373 0.0427871572871573 0.682142857142857
"pcsem" "exact" 1079 60 7 5 2 0.92 1400 1012 0.878697972384183 0.0526746031746032 0.722857142857143
"pcsem" "exact" 1083 80 7 5 2 0.96 1400 1010 0.87623612327144 0.0475919913419913 0.721428571428571
"pcsem" "exact" 1087 100 7 5 2 0.94 1400 1051 0.859568461998683 0.0348492063492063 0.750714285714286
"pcsem" "exact" 1091 20 10 5 2 0.95 3000 1487 0.888065569755407 0.0476547560873042 0.495666666666667
"pcsem" "exact" 1095 40 10 5 2 0.95 3000 1680 0.893214434591893 0.0432495728150493 0.56
"pcsem" "exact" 1099 60 10 5 2 0.94 3000 1896 0.8924686456466 0.0402653985580086 0.632
"pcsem" "exact" 1103 80 10 5 2 0.94 3000 1988 0.879218466816062 0.0476377954205051 0.662666666666667
"pcsem" "exact" 1107 100 10 5 2 0.96 3000 2006 0.892702178547972 0.0489044540408217 0.668666666666667
"pcsem" "shuffled" 3 20 5 1 0.5 0.66 700 452 0.751876230338526 0.216666666666667 0.645714285714286
"pcsem" "shuffled" 8 40 5 1 0.5 0.53 700 516 0.736180367531465 0.303333333333333 0.737142857142857
"pcsem" "shuffled" 13 60 5 1 0.5 0.49 700 524 0.740312490924335 0.253333333333333 0.748571428571429
"pcsem" "shuffled" 18 80 5 1 0.5 0.47 700 575 0.74727658313596 0.341666666666667 0.821428571428571
"pcsem" "shuffled" 23 100 5 1 0.5 0.51 700 546 0.747881218098083 0.320833333333333 0.78
"pcsem" "shuffled" 28 20 7 1 0.5 0.22 1400 798 0.776496508303721 0.328940115440115 0.57
"pcsem" "shuffled" 33 40 7 1 0.5 0.19 1400 933 0.808237211143565 0.329665223665224 0.666428571428571
"pcsem" "shuffled" 38 60 7 1 0.5 0.22 1400 976 0.813166753038942 0.370146103896104 0.697142857142857
"pcsem" "shuffled" 43 80 7 1 0.5 0.19 1400 1027 0.791669927084151 0.404395021645022 0.733571428571429
"pcsem" "shuffled" 48 100 7 1 0.5 0.07 1400 1055 0.798701840429425 0.477670274170274 0.753571428571429
"pcsem" "shuffled" 53 20 10 1 0.5 0.11 3000 1477 0.832952075846331 0.289352763683124 0.492333333333333
"pcsem" "shuffled" 58 40 10 1 0.5 0.06 3000 1758 0.853920204631026 0.363421223081147 0.586
"pcsem" "shuffled" 63 60 10 1 0.5 0.01 3000 1950 0.836817619226725 0.419692407533015 0.65
"pcsem" "shuffled" 68 80 10 1 0.5 0.03 3000 2050 0.843355442576722 0.450570168924381 0.683333333333333
"pcsem" "shuffled" 73 100 10 1 0.5 0.03 3000 2060 0.857849097230003 0.427226113411872 0.686666666666667
"pcsem" "shuffled" 152 20 5 2.5 0.5 0.55 700 512 0.855643165980934 0.293333333333333 0.731428571428571
